sequence_number	US	source_a	source_c	source_b	source_d	source_e	source_m	source_o	source_h	source_r	source_s	source_t	source_u	source_p	source_x	source_w	Freq	last_update_days_ago	1st_update_days_ago	Web order	Gender=male	Address_is_res	Purchase	Spending
524	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	216	216	1	0	0	0	0.07
525	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3159	3159	0	1	1	0	0
526	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1792	1792	1	0	0	1	166.5
527	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2845	2845	0	1	0	1	119.5
528	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2607	2607	1	0	0	1	6
529	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	118	204	0	0	0	0	0
530	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1498	1512	0	1	1	0	0.06
531	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3489	3489	0	1	0	0	0
532	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1008	1008	0	0	0	0	0
533	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	17	17	1	0	0	1	93.95
534	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	491	3671	1	1	1	1	139.07
535	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2941	2941	1	1	0	0	0.07
536	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1536	1536	0	0	0	0	0.07
537	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3513	3529	1	1	0	1	219
538	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1184	3376	0	1	0	1	43.5
539	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3636	3648	1	1	0	1	127.92
540	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3745	3745	1	0	0	0	0
541	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1995	2009	1	0	1	1	242.96
542	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2102	2102	1	1	0	1	171
543	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1851	1851	1	1	0	1	29.5
544	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3684	3684	0	1	0	0	0.07
545	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3027	3027	1	0	0	1	95.5
546	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	1	0	0	0	0
547	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2957	3382	0	1	0	1	129.57
548	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2918	2918	1	1	0	0	0.07
549	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3401	3401	1	0	0	0	0
550	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2355	2355	0	0	0	0	0.07
551	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2220	2220	0	1	0	1	171
552	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	1	0	0	0
553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	519	1890	1	0	0	1	585
554	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2740	2740	0	1	0	0	0
555	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2142	2145	0	0	1	1	174.06
556	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	597	597	1	0	0	1	240
557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	3394	1	1	0	0	0
558	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1618	1654	1	0	1	0	0.06
559	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1168	1168	1	0	0	1	39.5
560	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	1	0	0	0	0
561	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1374	3229	0	1	0	1	368.84
562	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1995	2024	1	0	1	1	117.06
563	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	0	0	0	0	0
564	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1415	1428	0	0	1	0	0.06
565	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	204	204	0	1	0	0	0
566	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3201	3201	1	1	0	1	129
567	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2872	3312	1	0	0	1	121.76
568	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1795	1795	0	0	0	1	229.5
569	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	581	581	1	0	0	1	331
570	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	1	0	0	0
571	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2459	3746	1	1	0	1	153
572	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1842	1871	0	0	1	0	0.06
573	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3747	3747	0	1	0	0	0
574	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	216	2758	1	1	1	1	122.62
575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2831	2887	1	1	0	1	170.07
576	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2417	2417	1	1	0	1	129.5
577	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3944	3944	1	1	0	1	127.9
578	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1646	1717	1	0	1	1	129.56
579	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2564	2564	0	0	0	1	129.5
580	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3374	3374	1	0	1	1	128.02
581	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3759	3760	0	1	0	0	0.07
582	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1134	3125	1	0	0	1	405.75
583	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1680	1680	1	1	0	1	116.38
584	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1870	1870	0	1	0	0	0
585	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	465	2897	0	1	0	1	132.57
586	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3642	3642	0	0	0	1	128.5
587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	260	1038	0	0	1	1	135.06
588	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3914	4005	0	0	1	1	581.26
589	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	3521	3521	0	0	0	1	53.07
590	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1850	1899	0	0	0	1	34.55
591	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	181	181	1	0	0	0	0
592	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2257	2257	1	0	0	1	91.27
593	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2809	2809	0	1	0	0	0.07
594	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1842	1871	1	0	1	0	0.06
595	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2878	2900	0	0	0	0	0.07
596	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2199	2257	1	1	0	1	80.5
597	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2445	2445	1	0	1	1	34.5
598	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3208	3208	0	0	0	0	0.07
599	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2481	2481	1	1	0	1	152.5
600	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	216	216	1	0	1	0	0
601	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	216	2051	1	1	1	1	150.08
602	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3199	3199	1	0	0	1	158.82
603	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2781	2781	1	0	0	1	129.5
604	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2229	2229	0	1	0	0	0.07
605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	238	238	1	1	1	0	0
606	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3398	3398	0	1	0	0	0
607	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2326	2333	1	1	0	1	160.57
608	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3630	3630	0	1	0	0	0.07
609	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2751	2751	1	1	0	0	0.07
610	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	532	532	0	0	1	0	0.06
611	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3548	3548	0	0	0	0	0.08
612	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2962	3131	0	0	0	1	135.8
613	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	90	90	1	0	1	0	0.06
614	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2863	2863	0	1	0	0	0.07
615	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	162	188	1	1	0	1	1162
616	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2257	2257	0	1	0	0	0
617	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2877	2877	0	0	0	0	0
618	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	520	3944	1	0	0	1	1194.57
619	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2878	2878	0	1	0	0	0.07
620	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3522	3522	0	1	0	0	0
621	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1491	1491	0	0	0	1	56.5
622	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1837	1849	1	0	1	0	0.06
623	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	717	717	1	0	0	1	29.5
624	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3740	3760	0	0	0	1	98.1
625	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2957	3171	0	1	0	1	128.67
626	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3745	3745	0	1	0	0	0
627	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3213	3222	1	0	1	1	33.62
628	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1554	1554	0	0	0	1	276.5
629	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1598	1598	0	0	0	0	0
630	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	554	554	1	0	0	0	0.07
631	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3791	3791	1	0	0	0	0.07
632	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1709	1709	0	0	0	0	0
633	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1885	1885	0	1	0	0	0.07
634	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	4065	4065	1	1	0	1	127.98
635	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	850	868	1	1	0	1	210.4
636	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	15	3283	0	1	0	1	142
637	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3390	3390	1	1	0	0	0.08
638	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2361	2361	0	1	0	0	0
639	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2704	2704	0	1	0	0	0.07
640	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3680	3680	0	0	0	0	0
641	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	120	120	0	1	0	1	149
642	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3478	3478	0	0	0	0	0.07
643	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	582	829	0	1	0	1	69
644	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2704	2905	1	1	0	1	8
645	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	1128	3430	1	1	1	1	236.09
646	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3944	4096	0	1	1	1	362.2
647	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3094	3094	0	1	1	0	0
648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	114	919	1	1	0	0	0
649	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3381	3381	1	0	0	1	98.28
650	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3158	3158	0	0	0	1	33.5
651	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2759	2759	0	1	0	1	34.5
652	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1752	1771	0	1	1	0	0.06
653	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	792	3689	0	1	0	1	331.07
654	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3394	3394	0	1	0	0	0
655	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4096	4096	0	1	0	0	0
656	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3327	3327	1	1	1	1	98.29
657	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2848	2848	0	0	0	0	0.07
658	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	331	331	1	1	0	0	0
659	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2662	2662	0	0	0	0	0.07
660	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1032	2891	1	1	0	0	0
661	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2466	2466	0	1	0	0	0.07
662	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3171	3394	0	1	1	0	0
663	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2891	2891	1	0	0	0	0
664	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3157	3180	1	1	0	1	161.57
665	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	490	2017	1	0	0	1	276
666	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2012	2053	1	1	1	1	159.56
667	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2487	2487	1	0	0	1	162.5
668	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3342	3342	0	1	0	1	98.29
669	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2787	2787	1	0	0	0	0.07
670	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1164	1164	0	1	0	0	0
671	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2872	2872	0	1	0	0	0.07
672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1091	1091	1	1	0	0	0
673	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4157	4157	1	0	0	0	0
674	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2829	3381	0	1	0	1	163.07
675	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1346	1386	0	1	1	0	0.06
676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1017	1017	0	0	0	1	196.95
677	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3024	3024	0	1	0	0	0
678	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	581	581	0	1	1	1	203
679	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2221	2221	0	1	0	0	0
680	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	3397	3397	1	1	0	0	0.07
681	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2807	3683	1	0	1	1	239.36
682	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3041	3041	1	0	0	1	29.95
683	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3423	3423	1	1	0	0	0
684	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1582	1625	0	1	1	0	0.06
685	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	441	3025	0	1	0	0	0.07
686	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3397	3397	0	0	0	0	0.08
687	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2723	2752	0	0	0	1	160.57
688	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3397	3397	1	0	0	0	0.07
689	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2878	2878	1	1	0	0	0.07
690	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2402	2402	0	1	0	1	84.5
691	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	709	709	1	0	0	1	159.9
692	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1962	1981	0	0	1	0	0.06
693	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1673	1673	1	0	0	1	128.63
694	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	804	1883	1	0	1	0	0.12
695	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2379	2379	0	1	0	1	206.9
696	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1248	1970	0	0	1	1	201.63
697	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3883	3883	1	0	0	1	97.31
698	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1809	1925	1	1	1	1	57.56
699	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3852	3852	0	1	0	0	0
700	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	136	136	0	1	0	0	0
701	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	994	994	0	1	0	0	0
702	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	549	2306	1	1	1	1	484.01
703	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2941	2968	0	0	0	1	285
704	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	609	609	0	1	0	1	162.3
705	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	2158	2249	1	1	0	1	63.57
706	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2768	2768	0	1	0	0	0
707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1052	1052	0	1	0	1	170
708	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2466	3283	1	0	0	1	187.68
709	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3558	3558	0	0	0	0	0
710	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1882	1933	0	0	1	0	0.06
711	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2897	2897	1	0	0	0	0.52
712	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1563	1793	0	0	0	1	160
713	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3166	3166	1	0	1	0	0.07
714	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1072	1072	0	0	0	0	0
715	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3650	3650	0	0	0	0	0.08
716	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	465	2438	1	0	1	1	259.5
717	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3496	3496	0	1	0	1	40
718	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3597	3597	0	1	0	0	0.07
719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3507	3507	0	0	0	0	0
720	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	841	1091	0	1	1	0	0.06
721	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1128	2996	0	1	0	1	620
722	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3382	3382	1	1	0	1	132.32
723	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1058	1058	0	0	1	0	0.06
724	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	582	582	1	1	0	1	89
725	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1582	1611	1	0	1	0	0.06
726	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2313	2313	0	1	0	1	139.5
727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1437	1437	0	1	0	0	0
728	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1879	1921	0	1	1	0	0.06
729	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4036	4036	0	0	0	1	64.95
730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	770	770	0	1	0	1	43
731	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	869	869	1	1	0	0	0
732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1521	1521	0	0	0	0	0
733	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1120	2039	1	0	0	1	193
734	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1498	1512	1	0	1	1	344.06
735	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2634	2634	0	1	0	1	116
736	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1120	3244	0	1	0	1	123.57
737	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2452	2478	1	1	0	1	99.5
738	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	3769	3769	0	0	0	0	0.07
739	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1436	1499	1	0	1	1	192.06
740	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1625	1661	0	0	0	1	169
741	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	608	608	0	1	0	0	0.07
742	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1112	1112	0	0	0	0	0
743	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3054	3067	0	1	1	1	98.74
744	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1130	3664	0	0	0	1	274.06
745	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3583	3768	0	0	0	1	100.07
746	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3695	3695	0	1	0	1	128.91
747	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1968	1968	0	0	0	0	0.07
748	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1233	1233	0	1	0	0	0
749	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2158	2158	1	0	0	0	0.07
750	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	567	3883	1	0	1	1	409.92
751	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	104	178	0	0	0	0	0
752	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3660	3660	0	1	0	0	0.12
753	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2947	2947	0	1	0	1	229.5
754	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	4157	4188	1	0	0	1	33
755	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3436	3458	0	0	0	1	98.28
756	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1801	1828	0	0	1	0	0.06
757	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3107	3107	1	1	0	0	0
758	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3201	3201	0	1	1	0	0
759	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	198	198	1	0	0	0	0.07
760	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3746	3746	0	0	0	0	0
761	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3570	3613	1	0	0	1	97.6
762	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3670	3670	1	1	0	1	19.07
763	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1240	1240	0	1	0	0	0
764	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3311	3311	0	1	0	0	0
765	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1442	1583	0	0	1	1	79.06
766	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	71	71	0	0	0	0	0
767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	653	653	0	0	0	0	0
768	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1605	1605	1	1	0	1	84.5
769	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1164	3822	1	1	0	1	349.35
770	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	829	829	0	1	0	0	0
771	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2905	2905	0	0	0	0	0.07
772	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	216	3401	0	1	1	0	0.07
773	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2773	2773	1	1	0	0	0
774	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2735	2735	0	1	0	0	0
775	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1991	2004	0	0	0	1	102.5
776	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3264	3264	0	1	0	1	38.52
777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	822	1091	1	0	0	1	70.95
778	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1752	1752	0	1	0	1	53.5
779	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	479	2908	1	1	0	1	203.5
780	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2564	3390	0	1	0	1	72.57
781	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2058	2058	0	1	1	0	0
782	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1274	1274	0	1	0	0	0
783	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1710	1752	0	0	1	1	166.56
784	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1463	1499	0	1	1	0	0.06
785	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3694	3694	0	0	0	0	0
